Date,High,Low,Open,Close,Volume,Adj Close,Volatility
2022-04-07,2743.2900390625,2684.550048828125,2720.199951171875,2717.77001953125,1311700,2717.77001953125,-0.004841483141145601
2022-04-08,2713.39990234375,2659.31005859375,2711.669921875,2665.75,1256000,2665.75,-0.019326254373850014
2022-04-11,2641.85009765625,2573.3701171875,2636.469970703125,2576.469970703125,1844200,2576.469970703125,-0.03406521027143177
2022-04-12,2632.0,2535.780029296875,2632.0,2554.2900390625,1635500,2554.2900390625,-0.00864591981082466
2022-04-13,2606.679931640625,2554.820068359375,2560.0,2597.8798828125,1396400,2597.8798828125,0.016921368862409386
2022-04-14,2609.590087890625,2532.02001953125,2609.590087890625,2534.60009765625,1576500,2534.60009765625,-0.02465981050122361
2022-04-18,2564.25,2523.639892578125,2540.0,2553.530029296875,1040400,2553.530029296875,0.00744085489493436
2022-04-19,2606.659912109375,2539.989990234375,2553.830078125,2600.179931640625,1324500,2600.179931640625,0.018103920020064862
2022-04-20,2627.97998046875,2550.0,2617.840087890625,2560.800048828125,1584800,2560.800048828125,-0.01526091836903669
2022-04-21,2601.969970703125,2490.530029296875,2585.0,2496.2900390625,1822300,2496.2900390625,-0.025514083437263396
2022-04-22,2508.0400390625,2378.5,2500.0,2392.7099609375,2841400,2392.7099609375,-0.04237904684170611
